city,state_id,state_name,id
New York,NY,New York,1840034016
Los Angeles,CA,California,1840020491
Chicago,IL,Illinois,1840000494
Miami,FL,Florida,1840015149
Dallas,TX,Texas,1840019440
Houston,TX,Texas,1840020925
Philadelphia,PA,Pennsylvania,1840000673
Atlanta,GA,Georgia,1840013660
Washington,DC,District of Columbia,1840006060
Boston,MA,Massachusetts,1840000455
Phoenix,AZ,Arizona,1840020568
Detroit,MI,Michigan,1840003971
Seattle,WA,Washington,1840021117
San Francisco,CA,California,1840021543
San Diego,CA,California,1840021990
Minneapolis,MN,Minnesota,1840007830
Brooklyn,NY,New York,1840034030
Tampa,FL,Florida,1840015982
Denver,CO,Colorado,1840018789
Queens,NY,New York,1840034002
Baltimore,MD,Maryland,1840001592
Las Vegas,NV,Nevada,1840020364
St. Louis,MO,Missouri,1840001651
Portland,OR,Oregon,1840019941
Riverside,CA,California,1840020551
Orlando,FL,Florida,1840015099
Sacramento,CA,California,1840021491
San Juan,PR,Puerto Rico,1630035577
San Antonio,TX,Texas,1840022220
San Jose,CA,California,1840021570
Pittsburgh,PA,Pennsylvania,1840001254
Cincinnati,OH,Ohio,1840003814
Manhattan,NY,New York,1840034000
Cleveland,OH,Ohio,1840000596
Indianapolis,IN,Indiana,1840030084
Austin,TX,Texas,1840019590
Kansas City,MO,Missouri,1840008535
Columbus,OH,Ohio,1840003760
Charlotte,NC,North Carolina,1840014557
Virginia Beach,VA,Virginia,1840003871
Bronx,NY,New York,1840033999
Milwaukee,WI,Wisconsin,1840003046
Providence,RI,Rhode Island,1840003289
Jacksonville,FL,Florida,1840015031
Salt Lake City,UT,Utah,1840021383
Nashville,TN,Tennessee,1840036155
Raleigh,NC,North Carolina,1840014497
Memphis,TN,Tennessee,1840015457
Louisville,KY,Kentucky,1840030815
Richmond,VA,Virginia,1840001698
Buffalo,NY,New York,1840000386
Oklahoma City,OK,Oklahoma,1840020428
Bridgeport,CT,Connecticut,1840004836
New Orleans,LA,Louisiana,1840001839
Fort Worth,TX,Texas,1840020696
Hartford,CT,Connecticut,1840004773
Tucson,AZ,Arizona,1840022101
Honolulu,HI,Hawaii,1840013305
McAllen,TX,Texas,1840021024
Omaha,NE,Nebraska,1840009315
El Paso,TX,Texas,1840023252
Albuquerque,NM,New Mexico,1840019176
Rochester,NY,New York,1840000373
Sarasota,FL,Florida,1840015988
Fresno,CA,California,1840020319
Tulsa,OK,Oklahoma,1840021672
Allentown,PA,Pennsylvania,1840001044
Dayton,OH,Ohio,1840034249
Birmingham,AL,Alabama,1840006507
Charleston,SC,South Carolina,1840015163
Cape Coral,FL,Florida,1840015130
Columbia,SC,South Carolina,1840014730
Concord,CA,California,1840018905
Colorado Springs,CO,Colorado,1840018825
Springfield,MA,Massachusetts,1840000466
Knoxville,TN,Tennessee,1840014486
Baton Rouge,LA,Louisiana,1840013941
Ogden,UT,Utah,1840020135
Grand Rapids,MI,Michigan,1840002928
Albany,NY,New York,1840000417
Bakersfield,CA,California,1840019148
Mission Viejo,CA,California,1840020580
New Haven,CT,Connecticut,1840004850
Worcester,MA,Massachusetts,1840000434
Provo,UT,Utah,1840020174
Akron,OH,Ohio,1840000791
Palm Bay,FL,Florida,1840015094
Des Moines,IA,Iowa,1840007069
Murrieta,CA,California,1840020553
Mesa,AZ,Arizona,1840020566
Staten Island,NY,New York,1840034032
Wichita,KS,Kansas,1840001686
Toledo,OH,Ohio,1840000572
Harrisburg,PA,Pennsylvania,1840001288
Port St. Lucie,FL,Florida,1840015119
Long Beach,CA,California,1840020490
Reno,NV,Nevada,1840020121
Madison,WI,Wisconsin,1840002915
Little Rock,AR,Arkansas,1840015509
Greenville,SC,South Carolina,1840013501
Denton,TX,Texas,1840019390
Spokane,WA,Washington,1840021093
Oakland,CA,California,1840020296
Lancaster,PA,Pennsylvania,1840003718
Poughkeepsie,NY,New York,1840000500
Boise,ID,Idaho,1840027142
Winston-Salem,NC,North Carolina,1840015324
Syracuse,NY,New York,1840000378
Augusta,GA,Georgia,1840029462
Stockton,CA,California,1840021517
Palm Coast,FL,Florida,1840015064
Chattanooga,TN,Tennessee,1840014569
Kissimmee,FL,Florida,1840015109
Durham,NC,North Carolina,1840013364
Arlington,TX,Texas,1840019422
Victorville,CA,California,1840021731
Aurora,CO,Colorado,1840018794
Modesto,CA,California,1840020287
Lancaster,CA,California,1840020516
Fayetteville,AR,Arkansas,1840013368
Scranton,PA,Pennsylvania,1840003389
Oxnard,CA,California,1840020474
Youngstown,OH,Ohio,1840003563
Indio,CA,California,1840019304
Pensacola,FL,Florida,1840015005
Anaheim,CA,California,1840019322
Bonita Springs,FL,Florida,1840014227
Greensboro,NC,North Carolina,1840013356
Huntsville,AL,Alabama,1840005061
Corpus Christi,TX,Texas,1840019718
Fort Wayne,IN,Indiana,1840008261
Fayetteville,NC,North Carolina,1840013490
Ann Arbor,MI,Michigan,1840003172
Jackson,MS,Mississippi,1840014895
Antioch,CA,California,1840018903
Mobile,AL,Alabama,1840006009
Lexington,KY,Kentucky,1840015211
Asheville,NC,North Carolina,1840013411
Trenton,NJ,New Jersey,1840001383
Santa Rosa,CA,California,1840021488
Santa Ana,CA,California,1840021964
Lansing,MI,Michigan,1840003102
Henderson,NV,Nevada,1840020361
St. Paul,MN,Minnesota,1840008940
Lakeland,FL,Florida,1840015108
Newark,NJ,New Jersey,1840002791
Fort Collins,CO,Colorado,1840020151
Reading,PA,Pennsylvania,1840001185
Springfield,MO,Missouri,1840009904
Irvine,CA,California,1840019325
Anchorage,AK,Alaska,1840023385
The Woodlands,TX,Texas,1840019585
South Bend,IN,Indiana,1840009241
Rockford,IL,Illinois,1840009132
Savannah,GA,Georgia,1840015830
Lincoln,NE,Nebraska,1840009357
Jersey City,NJ,New Jersey,1840003600
Round Lake Beach,IL,Illinois,1840011171
Flint,MI,Michigan,1840002949
Shreveport,LA,Louisiana,1840015768
Plano,TX,Texas,1840020662
Myrtle Beach,SC,South Carolina,1840014717
Davenport,IA,Iowa,1840007081
Canton,OH,Ohio,1840000963
Santa Clarita,CA,California,1840021864
Chula Vista,CA,California,1840019350
Eugene,OR,Oregon,1840020007
Chandler,AZ,Arizona,1840019309
Salem,OR,Oregon,1840021224
Concord,NC,North Carolina,1840014559
Gilbert,AZ,Arizona,1840021947
Columbus,GA,Georgia,1840014887
Aguadilla,PR,Puerto Rico,1630035605
Lubbock,TX,Texas,1840020604
North Las Vegas,NV,Nevada,1840020363
St. Petersburg,FL,Florida,1840015977
Tallahassee,FL,Florida,1840015913
Laredo,TX,Texas,1840021002
Peoria,IL,Illinois,1840009373
Avondale,AZ,Arizona,1840019310
Lafayette,LA,Louisiana,1840015044
Irving,TX,Texas,1840019438
Montgomery,AL,Alabama,1840008353
Visalia,CA,California,1840021639
McKinney,TX,Texas,1840020657
Wilmington,NC,North Carolina,1840015576
Chesapeake,VA,Virginia,1840003874
Glendale,AZ,Arizona,1840020563
Garland,TX,Texas,1840020707
Kennewick,WA,Washington,1840018481
Winter Haven,FL,Florida,1840015970
Scottsdale,AZ,Arizona,1840021940
Norfolk,VA,Virginia,1840003869
Killeen,TX,Texas,1840020854
York,PA,Pennsylvania,1840001472
Atlantic City,NJ,New Jersey,1840003798
Nashua,NH,New Hampshire,1840002984
Arlington,VA,Virginia,1840006112
Brownsville,TX,Texas,1840019743
Fremont,CA,California,1840020292
Gulfport,MS,Mississippi,1840013947
Evansville,IN,Indiana,1840013730
Hialeah,FL,Florida,1840015157
Navarre,FL,Florida,1840027017
Bel Air South,MD,Maryland,1840073592
North Port,FL,Florida,1840015120
San Bernardino,CA,California,1840021728
Portland,ME,Maine,1840000327
Enterprise,NV,Nevada,1840033827
Bremerton,WA,Washington,1840018410
Green Bay,WI,Wisconsin,1840002344
Appleton,WI,Wisconsin,1840002400
Spring Valley,NV,Nevada,1840033832
Tacoma,WA,Washington,1840021129
Spartanburg,SC,South Carolina,1840015482
Roanoke,VA,Virginia,1840003858
Gainesville,FL,Florida,1840014022
Deltona,FL,Florida,1840015072
Kalamazoo,MI,Michigan,1840003185
Thousand Oaks,CA,California,1840021844
Hickory,NC,North Carolina,1840014524
Yonkers,NY,New York,1840003478
Moreno Valley,CA,California,1840020552
Fontana,CA,California,1840020402
College Station,TX,Texas,1840019570
Fargo,ND,North Dakota,1840000177
Amarillo,TX,Texas,1840019156
Norwich,CT,Connecticut,1840004828
Olympia,WA,Washington,1840019865
Waterbury,CT,Connecticut,1840004851
Salinas,CA,California,1840021632
Huntington,WV,West Virginia,1840006211
Huntington Beach,CA,California,1840020578
Clarksville,TN,Tennessee,1840014421
Santa Barbara,CA,California,1840021829
Glendale,CA,California,1840020483
Sunrise Manor,NV,Nevada,1840033833
Grand Prairie,TX,Texas,1840020709
Overland Park,KS,Kansas,1840003834
Hagerstown,MD,Maryland,1840005613
Nampa,ID,Idaho,1840020041
Gastonia,NC,North Carolina,1840013468
Frisco,TX,Texas,1840020654
Cedar Rapids,IA,Iowa,1840000471
Hemet,CA,California,1840020550
Paradise,NV,Nevada,1840033743
Sioux Falls,SD,South Dakota,1840002648
Vancouver,WA,Washington,1840021189
Peoria,AZ,Arizona,1840020567
Waco,TX,Texas,1840022140
Lorain,OH,Ohio,1840000644
Erie,PA,Pennsylvania,1840000478
Newport News,VA,Virginia,1840003862
Aurora,IL,Illinois,1840007034
Fort Lauderdale,FL,Florida,1840014236
Vallejo,CA,California,1840021499
Murfreesboro,TN,Tennessee,1840014495
Spring Hill,FL,Florida,1840014105
Tempe,AZ,Arizona,1840021942
High Point,NC,North Carolina,1840014479
Medford,OR,Oregon,1840020076
Danbury,CT,Connecticut,1840004837
Elk Grove,CA,California,1840020245
Ontario,CA,California,1840020410
Frederick,MD,Maryland,1840005710
Vero Beach South,FL,Florida,1840073853
Ocala,FL,Florida,1840015067
Oceanside,CA,California,1840020623
Rancho Cucamonga,CA,California,1840020411
Garden Grove,CA,California,1840020577
Cary,NC,North Carolina,1840016196
Pembroke Pines,FL,Florida,1840015141
Bayamón,PR,Puerto Rico,1630035622
Palmdale,CA,California,1840020502
Manchester,NH,New Hampshire,1840002983
Lafayette,IN,Indiana,1840008354
Santa Cruz,CA,California,1840021579
Marysville,WA,Washington,1840019789
Muskegon,MI,Michigan,1840002870
Springfield,IL,Illinois,1840009517
Hayward,CA,California,1840020293
New Bedford,MA,Massachusetts,1840003219
Alexandria,VA,Virginia,1840003837
Paterson,NJ,New Jersey,1840000838
Corona,CA,California,1840019305
Merced,CA,California,1840020313
Warner Robins,GA,Georgia,1840015800
Port Arthur,TX,Texas,1840020919
Macon,GA,Georgia,1840043455
Kansas City,KS,Kansas,1840001626
Lakewood,CO,Colorado,1840020198
Sunnyvale,CA,California,1840021573
Fredericksburg,VA,Virginia,1840003845
Leesburg,FL,Florida,1840015083
Champaign,IL,Illinois,1840007239
Hollywood,FL,Florida,1840015144
Pasadena,TX,Texas,1840020930
Pomona,CA,California,1840020507
Escondido,CA,California,1840020620
Joliet,IL,Illinois,1840008192
Lake Charles,LA,Louisiana,1840015039
Mesquite,TX,Texas,1840020713
Mauldin,SC,South Carolina,1840015476
Panama City,FL,Florida,1840015034
Bellevue,WA,Washington,1840018417
Naperville,IL,Illinois,1840008143
Harlingen,TX,Texas,1840021036
Tuscaloosa,AL,Alabama,1840005563
Elkhart,IN,Indiana,1840008187
Torrance,CA,California,1840021873
Binghamton,NY,New York,1840000460
Houma,LA,Louisiana,1840015063
Topeka,KS,Kansas,1840001621
Roseville,CA,California,1840020233
Fairfield,CA,California,1840020253
Tyler,TX,Texas,1840022076
Fullerton,CA,California,1840020576
Pueblo,CO,Colorado,1840020255
Athens,GA,Georgia,1840029463
Santa Maria,CA,California,1840021830
Surprise,AZ,Arizona,1840021941
Charleston,WV,West Virginia,1840006196
Las Cruces,NM,New Mexico,1840020683
Metairie,LA,Louisiana,1840013994
Thornton,CO,Colorado,1840021422
Olathe,KS,Kansas,1840003833
Carolina,PR,Puerto Rico,1630035637
Gainesville,GA,Georgia,1840013612
West Valley City,UT,Utah,1840021389
Orange,CA,California,1840020582
Warren,MI,Michigan,1840002418
Pasadena,CA,California,1840020505
Beaumont,TX,Texas,1840019612
Burlington,NC,North Carolina,1840013362
Hampton,VA,Virginia,1840003866
Columbia,MO,Missouri,1840007391
Yuma,AZ,Arizona,1840021998
Elizabeth,NJ,New Jersey,1840003613
Racine,WI,Wisconsin,1840002493
Greeley,CO,Colorado,1840020149
Kent,WA,Washington,1840018424
Stamford,CT,Connecticut,1840004841
Odessa,TX,Texas,1840020794
Bloomington,IL,Illinois,1840007207
Miramar,FL,Florida,1840015137
Grand Junction,CO,Colorado,1840020230
Sterling Heights,MI,Michigan,1840003094
Coral Springs,FL,Florida,1840015134
Johnson City,TN,Tennessee,1840014462
Carrollton,TX,Texas,1840019436
Midland,TX,Texas,1840020792
Yakima,WA,Washington,1840021154
Bellingham,WA,Washington,1840018346
Yuba City,CA,California,1840021463
South Lyon,MI,Michigan,1840002432
Santa Clara,CA,California,1840021571
St. George,UT,Utah,1840021559
Fort Smith,AR,Arkansas,1840013456
Simi Valley,CA,California,1840021843
Dover,DE,Delaware,1840005810
Norman,OK,Oklahoma,1840020451
Abilene,TX,Texas,1840019476
Billings,MT,Montana,1840018496
Ponce,PR,Puerto Rico,1630023669
Lehigh Acres,FL,Florida,1840014220
St. Cloud,MN,Minnesota,1840008881
Arecibo,PR,Puerto Rico,1630023566
Kenosha,WI,Wisconsin,1840003160
Greenville,NC,North Carolina,1840013407
Arvada,CO,Colorado,1840018788
Pearland,TX,Texas,1840020979
Independence,MO,Missouri,1840008534
Texas City,TX,Texas,1840022234
Redding,CA,California,1840020141
Lynchburg,VA,Virginia,1840003855
Boulder,CO,Colorado,1840018774
Iowa City,IA,Iowa,1840000532
Rochester,MN,Minnesota,1840008987
Berkeley,CA,California,1840018914
Waldorf,MD,Maryland,1840006175
The Villages,FL,Florida,1840014065
Duluth,MN,Minnesota,1840007685
East Los Angeles,CA,California,1840019206
Saginaw,MI,Michigan,1840002813
Clovis,CA,California,1840018944
Leominster,MA,Massachusetts,1840000437
Round Rock,TX,Texas,1840020879
Monroe,LA,Louisiana,1840014881
Cambridge,MA,Massachusetts,1840000429
Clearwater,FL,Florida,1840015110
Seaside,CA,California,1840021634
West Jordan,UT,Utah,1840021388
Richardson,TX,Texas,1840020710
West Palm Beach,FL,Florida,1840015993
Temple,TX,Texas,1840022154
Burlington,VT,Vermont,1840002310
Richmond,CA,California,1840020277
Westminster,CO,Colorado,1840021423
Pottstown,PA,Pennsylvania,1840001373
Brandon,FL,Florida,1840014151
Rock Hill,SC,South Carolina,1840014618
Meridian,ID,Idaho,1840020046
Coeur d'Alene,ID,Idaho,1840018402
Carlsbad,CA,California,1840019352
Lowell,MA,Massachusetts,1840000426
Waterloo,IA,Iowa,1840000440
North Charleston,SC,South Carolina,1840015164
Gilroy,CA,California,1840020327
Downey,CA,California,1840019245
Gresham,OR,Oregon,1840019939
Elgin,IL,Illinois,1840008134
Utica,NY,New York,1840002746
Broken Arrow,OK,Oklahoma,1840019059
Costa Mesa,CA,California,1840019326
Chico,CA,California,1840018778
Sioux City,IA,Iowa,1840000447
League City,TX,Texas,1840020973
Miami Gardens,FL,Florida,1840015151
Pompano Beach,FL,Florida,1840015143
San Buenaventura,CA,California,1840037414
Everett,WA,Washington,1840019785
El Centro,CA,California,1840020630
Sugar Land,TX,Texas,1840022217
El Monte,CA,California,1840020480
Lewisville,TX,Texas,1840020639
West Covina,CA,California,1840021876
Temecula,CA,California,1840021937
Bend,OR,Oregon,1840018618
Salisbury,MD,Maryland,1840006219
Jacksonville,NC,North Carolina,1840014653
Inglewood,CA,California,1840019237
Dearborn,MI,Michigan,1840003969
Centennial,CO,Colorado,1840018792
Burbank,CA,California,1840019233
Sparks,NV,Nevada,1840021337
Sandy Springs,GA,Georgia,1840015609
Bloomington,IN,Indiana,1840007376
Logan,UT,Utah,1840020108
Kailua,HI,Hawaii,1840023244
El Cajon,CA,California,1840020618
Hillsboro,OR,Oregon,1840019932
South Fulton,GA,Georgia,1840029465
Renton,WA,Washington,1840019827
Mandeville,LA,Louisiana,1840015909
San Mateo,CA,California,1840021551
Columbia,MD,Maryland,1840005803
Daly City,CA,California,1840018926
Davie,FL,Florida,1840017272
Jurupa Valley,CA,California,1840043419
Brockton,MA,Massachusetts,1840000467
Longmont,CO,Colorado,1840020178
Rialto,CA,California,1840020407
San Germán,PR,Puerto Rico,1630023526
Eau Claire,WI,Wisconsin,1840002296
Turlock,CA,California,1840021533
Norwalk,CA,California,1840020501
Highlands Ranch,CO,Colorado,1840028579
Allen,TX,Texas,1840019396
Wichita Falls,TX,Texas,1840021923
Rio Rancho,NM,New Mexico,1840020387
Vacaville,CA,California,1840021498
Spokane Valley,WA,Washington,1840021094
Charlottesville,VA,Virginia,1840001678
Idaho Falls,ID,Idaho,1840018644
Menifee,CA,California,1840022903
Lee's Summit,MO,Missouri,1840032155
Quincy,MA,Massachusetts,1840000461
San Angelo,TX,Texas,1840022146
Lynn,MA,Massachusetts,1840000409
Holland,MI,Michigan,1840002996
Federal Way,WA,Washington,1840019826
Manteca,CA,California,1840020265
Lafayette,CO,Colorado,1840020180
Santa Fe,NM,New Mexico,1840021707
Hesperia,CA,California,1840020404
La Crosse,WI,Wisconsin,1840002577
Riverview,FL,Florida,1840014158
Kingsport,TN,Tennessee,1840014425
Edinburg,TX,Texas,1840021020
Vista,CA,California,1840021994
Bowling Green,KY,Kentucky,1840013265
Carmel,IN,Indiana,1840007260
Longview,TX,Texas,1840020746
Tracy,CA,California,1840021518
Prescott Valley,AZ,Arizona,1840021772
Beaverton,OR,Oregon,1840018556
Portsmouth,NH,New Hampshire,1840002932
Portsmouth,VA,Virginia,1840003872
Fishers,IN,Indiana,1840010496
Orem,UT,Utah,1840020171
Sandy,UT,Utah,1840037422
Sunrise,FL,Florida,1840016000
San Tan Valley,AZ,Arizona,1840027990
Compton,CA,California,1840019240
Arden-Arcade,CA,California,1840036690
Hanford,CA,California,1840020382
Boca Raton,FL,Florida,1840014207
Middletown,OH,Ohio,1840003804
Livonia,MI,Michigan,1840003985
Carson,CA,California,1840019214
Lawrence,KS,Kansas,1840001632
Slidell,LA,Louisiana,1840015911
Blacksburg,VA,Virginia,1840006446
San Marcos,CA,California,1840021991
Goodyear,AZ,Arizona,1840020564
Edmond,OK,Oklahoma,1840020423
Mayagüez,PR,Puerto Rico,1630035520
Fall River,MA,Massachusetts,1840000497
South Gate,CA,California,1840021870
Suffolk,VA,Virginia,1840003873
Terre Haute,IN,Indiana,1840009671
Missoula,MT,Montana,1840019840
Santa Monica,CA,California,1840021866
Roswell,GA,Georgia,1840014741
Vineland,NJ,New Jersey,1840001551
Plantation,FL,Florida,1840015142
Alafaya,FL,Florida,1840029102
Kirkland,WA,Washington,1840019836
Hoover,AL,Alabama,1840014795
Westminster,CA,California,1840021969
Lawton,OK,Oklahoma,1840020477
San Leandro,CA,California,1840021538
Auburn,AL,Alabama,1840013810
Norwalk,CT,Connecticut,1840004839
O'Fallon,MO,Missouri,1840008571
Chino,CA,California,1840019114
Germantown,MD,Maryland,1840005840
Dover,NH,New Hampshire,1840002808
Bismarck,ND,North Dakota,1840001926
Waukegan,IL,Illinois,1840010113
Buckeye,AZ,Arizona,1840021939
Town 'n' Country,FL,Florida,1840029089
Clifton,NJ,New Jersey,1840003511
Bloomington,MN,Minnesota,1840006747
Mount Pleasant,SC,South Carolina,1840017286
Florence,SC,South Carolina,1840013643
Newton,MA,Massachusetts,1840000433
State College,PA,Pennsylvania,1840000830
Livermore,CA,California,1840020294
Rapid City,SD,South Dakota,1840002180
Decatur,IL,Illinois,1840007269
Dalton,GA,Georgia,1840014651
Conroe,TX,Texas,1840019586
Hawthorne,CA,California,1840020486
Lawrence,MA,Massachusetts,1840000408
New Braunfels,TX,Texas,1840021341
Citrus Heights,CA,California,1840018845
Jackson,MI,Michigan,1840003173
Whittier,CA,California,1840021878
Muncie,IN,Indiana,1840008365
Troy,MI,Michigan,1840002434
Homosassa Springs,FL,Florida,1840014060
Port Huron,MI,Michigan,1840003953
Napa,CA,California,1840020241
Deerfield Beach,FL,Florida,1840015136
Springdale,AR,Arkansas,1840015336
Newport Beach,CA,California,1840020581
Anderson,IN,Indiana,1840007242
San Ramon,CA,California,1840021530
Lake Forest,CA,California,1840020591
Mission,TX,Texas,1840021026
Auburn,WA,Washington,1840018416
Brooklyn Park,MN,Minnesota,1840004023
Bryan,TX,Texas,1840019569
Springfield,OH,Ohio,1840003765
Hattiesburg,MS,Mississippi,1840013878
Westland,MI,Michigan,1840001847
Cicero,IL,Illinois,1840009186
Albany,GA,Georgia,1840013864
Fort Myers,FL,Florida,1840014226
Pine Hills,FL,Florida,1840014098
Atascocita,TX,Texas,1840018251
Buena Park,CA,California,1840019324
Redwood City,CA,California,1840020304
Farmington Hills,MI,Michigan,1840002442
Alton,IL,Illinois,1840007424
Melbourne,FL,Florida,1840015960
Miami Beach,FL,Florida,1840015150
Alhambra,CA,California,1840019222
Williamsburg,VA,Virginia,1840001720
Madera,CA,California,1840020300
Warwick,RI,Rhode Island,1840003344
Cranston,RI,Rhode Island,1840003287
Baytown,TX,Texas,1840019616
Largo,FL,Florida,1840015114
Silver Spring,MD,Maryland,1840005845
Lakewood,CA,California,1840020515
Mountain View,CA,California,1840020332
Kankakee,IL,Illinois,1840008260
Johns Creek,GA,Georgia,1840014742
Flagstaff,AZ,Arizona,1840020335
Franklin,TN,Tennessee,1840013380
Joplin,MO,Missouri,1840008771
Parma,OH,Ohio,1840003406
Layton,UT,Utah,1840020145
New Rochelle,NY,New York,1840000782
Anderson,SC,South Carolina,1840013579
Lebanon,PA,Pennsylvania,1840001347
Somerville,MA,Massachusetts,1840003123
Yauco,PR,Puerto Rico,1630035600
St. Joseph,MO,Missouri,1840009549
Plymouth,MN,Minnesota,1840008929
Tustin,CA,California,1840021967
Zephyrhills,FL,Florida,1840015968
Milpitas,CA,California,1840020329
Florence,AL,Alabama,1840002083
Pleasanton,CA,California,1840020298
Boynton Beach,FL,Florida,1840014208
Texarkana,TX,Texas,1840021987
Folsom,CA,California,1840020246
Bellflower,CA,California,1840019230
Pharr,TX,Texas,1840021030
Homestead,FL,Florida,1840015159
Valdosta,GA,Georgia,1840015894
Upland,CA,California,1840021730
Evanston,IL,Illinois,1840008129
Newark,OH,Ohio,1840001419
Elizabethtown,KY,Kentucky,1840013218
St. Augustine,FL,Florida,1840015935
Rancho Cordova,CA,California,1840020248
Alameda,CA,California,1840018913
Chino Hills,CA,California,1840019115
Perris,CA,California,1840020557
Schaumburg,IL,Illinois,1840011319
Kendall,FL,Florida,1840014244
Camarillo,CA,California,1840019201
Anniston,AL,Alabama,1840006563
Sumter,SC,South Carolina,1840015612
Jonesboro,AR,Arkansas,1840014507
Hammond,IN,Indiana,1840007092
Carmichael,CA,California,1840017579
Arlington Heights,IL,Illinois,1840011243
Morgantown,WV,West Virginia,1840005647
Wyoming,MI,Michigan,1840000374
Cheyenne,WY,Wyoming,1840018713
Pasco,WA,Washington,1840019888
Watsonville,CA,California,1840021581
Southfield,MI,Michigan,1840002431
Wausau,WI,Wisconsin,1840002163
Rochester Hills,MI,Michigan,1840002429
Loveland,CO,Colorado,1840020152
Alexandria,LA,Louisiana,1840013873
Pittsburg,CA,California,1840020282
Hammond,LA,Louisiana,1840013908
South Jordan,UT,Utah,1840021385
Battle Creek,MI,Michigan,1840003176
Bethlehem,PA,Pennsylvania,1840000986
Fajardo,PR,Puerto Rico,1630035668
Davis,CA,California,1840018833
Apple Valley,CA,California,1840021733
Pawtucket,RI,Rhode Island,1840003285
Wheeling,WV,West Virginia,1840005510
Flower Mound,TX,Texas,1840022010
Harrisonburg,VA,Virginia,1840003844
Cedar Park,TX,Texas,1840019572
Oshkosh,WI,Wisconsin,1840002246
Winchester,VA,Virginia,1840001623
Caguas,PR,Puerto Rico,1630023540
Ellicott City,MD,Maryland,1840005802
Pocatello,ID,Idaho,1840013376
Hilton Head Island,SC,South Carolina,1840016974
New Britain,CT,Connecticut,1840004774
Mansfield,OH,Ohio,1840000960
Woodbury,MN,Minnesota,1840009998
Lauderhill,FL,Florida,1840015146
Lehi,UT,Utah,1840020168
Bolingbrook,IL,Illinois,1840011482
Dale City,VA,Virginia,1840006094
Missouri City,TX,Texas,1840020950
Lake Jackson,TX,Texas,1840020980
Altoona,PA,Pennsylvania,1840001080
Doral,FL,Florida,1840015148
Owensboro,KY,Kentucky,1840014340
Centreville,VA,Virginia,1840006015
Mount Vernon,NY,New York,1840000781
Baldwin Park,CA,California,1840019227
Broomfield,CO,Colorado,1840018781
Redlands,CA,California,1840020412
Cleveland,TN,Tennessee,1840014603
Dothan,AL,Alabama,1840001518
Camden,NJ,New Jersey,1840001507
Redmond,WA,Washington,1840019835
Framingham,MA,Massachusetts,1840003131
Jackson,TN,Tennessee,1840014528
Janesville,WI,Wisconsin,1840002467
Juana Díaz,PR,Puerto Rico,1630023583
Mansfield,TX,Texas,1840020702
Waukesha,WI,Wisconsin,1840003008
Tamarac,FL,Florida,1840016001
Wenatchee,WA,Washington,1840021074
Daytona Beach,FL,Florida,1840015068
Castle Rock,CO,Colorado,1840022455
Redondo Beach,CA,California,1840020509
Wilmington,DE,Delaware,1840005579
San Marcos,TX,Texas,1840022188
Union City,CA,California,1840021539
Eldersburg,MD,Maryland,1840005698
Conway,AR,Arkansas,1840014598
Bayonne,NJ,New Jersey,1840003595
Guaynabo,PR,Puerto Rico,1630023575
Rocklin,CA,California,1840020232
Passaic,NJ,New Jersey,1840000837
Sheboygan,WI,Wisconsin,1840002628
Casas Adobes,AZ,Arizona,1840018108
St. Charles,MO,Missouri,1840009719
Maple Grove,MN,Minnesota,1840008923
Walnut Creek,CA,California,1840021531
Dublin,CA,California,1840018916
North Richland Hills,TX,Texas,1840020703
Gary,IN,Indiana,1840008194
Glen Burnie,MD,Maryland,1840005917
Bristol,TN,Tennessee,1840013301
Decatur,AL,Alabama,1840001403
West Bend,WI,Wisconsin,1840002829
Lodi,CA,California,1840020263
Lima,OH,Ohio,1840002785
Florida,PR,Puerto Rico,1630023648
Lakeville,MN,Minnesota,1840007859
Blaine,MN,Minnesota,1840006719
Poinciana,FL,Florida,1840014132
East Orange,NJ,New Jersey,1840002792
Noblesville,IN,Indiana,1840013891
Gaithersburg,MD,Maryland,1840005848
Lake Elsinore,CA,California,1840020560
Palo Alto,CA,California,1840020333
Eastvale,CA,California,1840028421
Tulare,CA,California,1840021638
Rogers,AR,Arkansas,1840014444
Yorba Linda,CA,California,1840021970
Parkersburg,WV,West Virginia,1840005786
Eagan,MN,Minnesota,1840007852
Weston,FL,Florida,1840016003
Longview,WA,Washington,1840019904
Bay City,MI,Michigan,1840002583
Dubuque,IA,Iowa,1840000438
Union City,NJ,New Jersey,1840001034
Porterville,CA,California,1840020368
Mount Vernon,WA,Washington,1840019774
Palatine,IL,Illinois,1840011311
El Paso de Robles,CA,California,1840074847
West Des Moines,IA,Iowa,1840010185
Lynwood,CA,California,1840020492
Skokie,IL,Illinois,1840011321
Sherman,TX,Texas,1840021953
Rockville,MD,Maryland,1840005849
Haverhill,MA,Massachusetts,1840002450
Hanover,PA,Pennsylvania,1840001450
Shawnee,KS,Kansas,1840001641
Rome,GA,Georgia,1840014681
Schenectady,NY,New York,1840000395
South Hill,WA,Washington,1840037886
DeKalb,IL,Illinois,1840007033
Petaluma,CA,California,1840020244
Sammamish,WA,Washington,1840021115
Georgetown,TX,Texas,1840020875
Carbondale,IL,Illinois,1840007560
Delray Beach,FL,Florida,1840015123
Dundalk,MD,Maryland,1840005681
Kenner,LA,Louisiana,1840015047
Albany,OR,Oregon,1840018605
